spectogram,label
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phsmtb_4111_2012_1356_6000_8000.spec,phsmtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-phsmtb_3960_2012_0928_0_2000.spec,phsmtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-ph_5543_2012_0906_7000_9000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-ph_4902_2012_0827_7000_9000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-sum-ph_2225_2012_0718_5000_7000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-ish-phsm-pg_462_2012_1630_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm-lc_4415_2012_1145_6000_8000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phtb_6695_2012_1892_3000_5000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-ph-trimmed_4784_2012_0910_11000_13000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-phtb_3594_2012_1143_3000_5000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phsm-trimmed_1742_2012_0927_1000_3000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtbsm-lc-trimmed_4265_2012_1817_16000_18000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phsm_457_2012_1358-Oct2011_13000_15000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtbsm-lc-trimmed_6727_2012_1817_15000_17000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtbsm_787_2012_1023_4000_6000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-phsm_5631_2012_0908_3000_5000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-phsm_2408_2012_1224_3000_5000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phsmtb_6633_2012_1356_0_2000.spec,phsmtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phsm_2744_2012_1670_2000_4000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtb-trimmed_997_2012_0927_10000_12000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phsm-trimmed_6529_2012_1274_1000_3000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-ph-trimmed_4302_2012_1175_0_2000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb-lc-trimmed_4334_2012_1262b_0_2000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_5785_2012_1252_4000_6000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm-lc_5807_2012_1126_9000_11000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtb_3420_2012_1696_0_2000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm-lc-trimmed_3948_2012_1734_2000_4000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtb_3878_2012_1213_2000_4000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phtb_6278_2012_1229_6000_8000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phsm_2040_2012_1150_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-ph-trimmed_2466_2012_1175_15000_17000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtbsm-lc-trimmed_177_2012_1388_10000_12000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-phsm_3646_2012_1094_5000_7000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_5693_2012_1392_6000_8000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtb-lc-trimmed_5613_2012_1805_4000_6000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm-lc-trimmed_4243_2012_1067_10000_12000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb-trimmed_3890_2012_1344_6000_8000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phsm_3968_2012_1670_7000_9000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-ph-lc_6009_2012_1261_5000_7000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-ph_157_2012_0827_6000_8000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtb-trimmed_4000_2012_0724_6000_8000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-ph_3110_2012_1896_5000_7000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phtb-trimmed_5355_2012_1902_4000_6000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtbsm-trimmed_5263_2012_1025_5000_7000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-phtbsm_5683_2012_1100_5000_7000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-ph-trimmed_6964_2012_1358_1000_3000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-phsm-bie-phsm_5416_2012_1054_15000_17000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtbsm-trimmed_2308_2012_1025_16000_18000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm_16_2012_1239_1000_3000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-shoSum-phsm_2060_2012_1077_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtbsm-uta-smtb_5948_2012_1012_7000_9000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-phtb_6451_2012_1977_9000_11000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-ish-phsm_6601_2012_1231_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-ph_2118_2012_0718_1000_3000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jul-phsm_4603_2012_1448_12000_14000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtb-lc_4933_2012_1097_9000_11000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-phtbsm-trimmed_5136_2012_1173_9000_11000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm_3042_2012_1181_3000_5000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phsm_378_2012_1413_1000_3000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-ph-Woo-hoos_829_2012_0927_5000_7000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kin-phsm_5627_2012_1300_5000_7000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_2293_2012_1346_1000_3000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phsm_2699_2012_1407_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-phsm-kub-phsm_2069_2012_1269_2000_4000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtbsm_743_2012_1503_0_2000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-phsm-far_5648_2012_0908_0_2000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-phsm_2600_2012_0918_3000_5000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-phsm_6848_2012_1119_5000_7000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-phsm-trimmed_880_2012_0901_5000_7000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-sum-phsm_2837_2012_1047_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtb-lc-trimmed_653_2012_1202_9000_11000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb-lc-trimmed_3469_2012_1374_1000_3000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-phtbsm_5266_2012_1176-02_0_2000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-Kuba-phsm-trimmed_5923_2012_0901_1000_3000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_7002_2012_1556_6000_8000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-ph-trimmed_5984_2012_1092_1000_3000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-ish-phsm_2188_2012_1588_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtbsm_1903_2012_1373_1000_3000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtb-good_5723_2012_0908_0_2000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_5475_2012_1430_7000_9000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phtb-trimmed_6436_2012_1902_11000_13000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kin-phtb_6211_2012_1408_1000_3000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-phtb-otherssm_6319_2012_0908_3000_5000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_5964_2012_1170_3000_5000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-uta-ph-trimmed_2655_2012_1308b_7000_9000.spec,ph
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtb-lc-trimmed_3051_2012_1388_0_2000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-ish-phsm_3932_2012_1026b_10000_12000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-sum-phsm-trimmed_5319_2012_1090_6000_8000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phsmtb_4678_2012_1356_2000_4000.spec,phsmtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm-lc_1096_2012_1145_1000_3000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtbsm-lc-trimmed_971_2012_1067_1000_3000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-jac-phtb_5287_2012_0907_0_2000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-rom-phtb-lc-trimmed_6743_2012_1388_5000_7000.spec,phtb
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phtbsm_3736_2012_1373_3000_5000.spec,phtbsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kin-phsm_5540_2012_1551_0_2000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-woo-phsm-uta-phsm_6173_2012_1173_10000_12000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-bieMbeli-phsm_6356_2012_0910_4000_6000.spec,phsm
/net/projects/scratch/winter/valid_until_31_July_2021/0-animal-communication/data_grid/Chimp_IvoryCoast/detector_train_ds_spec/Chimps_call-chimp-kub-phtb_5577_2012_1556_5000_7000.spec,phtb
